ISO3,Code,Description,Region,NumberType,IsGeographic
PRT,295,Angra do Heroismo (Azores),Azores,geographic,true
PRT,296,Ponta Delgada (Azores),Azores,geographic,true
PRT,91,Mobile - Vodafone,,mobile,false
PRT,92,Mobile - MEO,,mobile,false
PRT,93,Mobile - NOS,,mobile,false
PRT,96,Mobile - MEO,,mobile,false
PRT,800,Freephone,,toll-free,false
PRT,808,Shared cost,,shared-cost,false
PRT,707,Shared cost,,shared-cost,false
PRT,760,Premium rate,,premium-rate,false
NLD,10,Rotterdam,South Holland,geographic,true
NLD,13,Tilburg,North Brabant,geographic,true
NLD,15,Delft,South Holland,geographic,true
NLD,20,Amsterdam,North Holland,geographic,true
NLD,23,Haarlem,North Holland,geographic,true
NLD,24,Nijmegen,Gelderland,geographic,true
NLD,26,Arnhem,Gelderland,geographic,true
NLD,30,Utrecht,Utrecht,geographic,true
NLD,33,Amersfoort,Utrecht,geographic,true
NLD,35,Hilversum,North Holland,geographic,true
NLD,36,Almere,Flevoland,geographic,true
NLD,38,Zwolle,Overijssel,geographic,true
NLD,40,Eindhoven,North Brabant,geographic,true
NLD,43,Maastricht,Limburg,geographic,true
NLD,45,Heerlen,Limburg,geographic,true
NLD,46,Sittard/Geleen,Limburg,geographic,true
NLD,50,Groningen,Groningen,geographic,true
NLD,53,Enschede,Overijssel,geographic,true
NLD,55,Apeldoorn,Gelderland,geographic,true
NLD,58,Leeuwarden,Friesland,geographic,true
NLD,70,The Hague,South Holland,geographic,true
NLD,71,Leiden,South Holland,geographic,true
NLD,72,Alkmaar,North Holland,geographic,true
NLD,73,s-Hertogenbosch,North Brabant,geographic,true
NLD,74,Hengelo,Overijssel,geographic,true
NLD,75,Zaandam,North Holland,geographic,true
NLD,76,Breda,North Brabant,geographic,true
NLD,77,Venlo,Limburg,geographic,true
NLD,78,Dordrecht,South Holland,geographic,true
NLD,79,Zoetermeer,South Holland,geographic,true
NLD,6,Mobile,,mobile,false
NLD,800,Freephone,,toll-free,false
NLD,900,Premium rate,,premium-rate,false
NLD,906,Premium rate (adult),,premium-rate,false
NLD,85,VoIP,,voip,false
NLD,88,Business non-geographic,,voip,false
BEL,2,Brussels,Brussels,geographic,true
BEL,3,Antwerp,Antwerp,geographic,true
BEL,4,Liege,Liege,geographic,true
BEL,9,Ghent,East Flanders,geographic,true
BEL,10,Wavre,Walloon Brabant,geographic,true
BEL,11,Hasselt,Limburg,geographic,true
BEL,12,Tongeren,Limburg,geographic,true
BEL,13,Diest,Flemish Brabant,geographic,true
BEL,14,Herentals,Antwerp,geographic,true
BEL,15,Mechelen,Antwerp,geographic,true
BEL,16,Leuven,Flemish Brabant,geographic,true
BEL,19,Waremme,Liege,geographic,true
BEL,50,Bruges,West Flanders,geographic,true
BEL,51,Roeselare,West Flanders,geographic,true
BEL,52,Dendermonde,East Flanders,geographic,true
BEL,53,Aalst,East Flanders,geographic,true
BEL,54,Ninove,East Flanders,geographic,true
BEL,55,Ronse,East Flanders,geographic,true
BEL,56,Kortrijk,West Flanders,geographic,true
BEL,57,Ypres,West Flanders,geographic,true
BEL,58,Veurne,West Flanders,geographic,true
BEL,59,Ostend,West Flanders,geographic,true
BEL,60,Chimay,Hainaut,geographic,true
BEL,61,Libramont,Luxembourg,geographic,true
BEL,63,Arlon,Luxembourg,geographic,true
BEL,64,La Louviere,Hainaut,geographic,true
BEL,65,Mons,Hainaut,geographic,true
BEL,67,Nivelles,Walloon Brabant,geographic,true
BEL,69,Tournai,Hainaut,geographic,true
BEL,71,Charleroi,Hainaut,geographic,true
BEL,80,Stavelot,Liege,geographic,true
BEL,81,Namur,Namur,geographic,true
BEL,82,Dinant,Namur,geographic,true
BEL,83,Ciney,Namur,geographic,true
BEL,84,Marche-en-Famenne,Luxembourg,geographic,true
BEL,85,Huy,Liege,geographic,true
BEL,86,Durbuy,Luxembourg,geographic,true
BEL,87,Verviers,Liege,geographic,true
BEL,89,Genk,Limburg,geographic,true
BEL,800,Freephone,,toll-free,false
BEL,900,Premium rate,,premium-rate,false
BEL,70,Shared cost,,shared-cost,false
BEL,78,Shared cost,,shared-cost,false
CHE,21,Lausanne,Vaud,geographic,true
CHE,22,Geneva,Geneva,geographic,true
CHE,24,Yverdon/Aigle,Vaud,geographic,true
CHE,26,Fribourg,Fribourg,geographic,true
CHE,27,Sion/Valais,Valais,geographic,true
CHE,31,Bern,Bern,geographic,true
CHE,32,Biel/Neuchatel,Bern/Neuchatel,geographic,true
CHE,33,Thun/Interlaken,Bern,geographic,true
CHE,34,Burgdorf/Langnau,Bern,geographic,true
CHE,41,Lucerne,Lucerne,geographic,true
CHE,43,Zurich,Zurich,geographic,true
CHE,44,Zurich,Zurich,geographic,true
CHE,52,Winterthur/Schaffhausen,Zurich/Schaffhausen,geographic,true
CHE,55,Rapperswil,St. Gallen,geographic,true
CHE,56,Baden,Aargau,geographic,true
CHE,61,Basel,Basel,geographic,true
CHE,62,Olten/Langenthal,Aargau/Solothurn,geographic,true
CHE,71,St. Gallen,St. Gallen,geographic,true
CHE,81,Chur,Graubuenden,geographic,true
CHE,91,Lugano/Bellinzona,Ticino,geographic,true
CHE,76,Mobile - Sunrise,,mobile,false
CHE,77,Mobile - Swisscom,,mobile,false
CHE,78,Mobile - Salt,,mobile,false
CHE,79,Mobile - Swisscom,,mobile,false
CHE,800,Freephone,,toll-free,false
CHE,840,Shared cost,,shared-cost,false
CHE,900,Premium rate,,premium-rate,false
AUT,1,Vienna,Vienna,geographic,true
AUT,316,Graz,Styria,geographic,true
AUT,512,Innsbruck,Tyrol,geographic,true
AUT,662,Salzburg,Salzburg,geographic,true
AUT,732,Linz,Upper Austria,geographic,true
AUT,463,Klagenfurt,Carinthia,geographic,true
AUT,5572,Dornbirn,Vorarlberg,geographic,true
AUT,5574,Bregenz,Vorarlberg,geographic,true
AUT,2742,St. Poelten,Lower Austria,geographic,true
AUT,7252,Wels,Upper Austria,geographic,true
AUT,2622,Wiener Neustadt,Lower Austria,geographic,true
AUT,4242,Villach,Carinthia,geographic,true
AUT,5522,Feldkirch,Vorarlberg,geographic,true
AUT,650,Mobile - A1,,mobile,false
AUT,660,Mobile - Drei,,mobile,false
AUT,664,Mobile - A1,,mobile,false
AUT,676,Mobile - T-Mobile,,mobile,false
AUT,680,Mobile - bob,,mobile,false
AUT,699,Mobile,,mobile,false
AUT,800,Freephone,,toll-free,false
AUT,900,Premium rate,,premium-rate,false
AUT,810,Shared cost,,shared-cost,false
IRL,1,Dublin,Dublin,geographic,true
IRL,21,Cork,Cork,geographic,true
IRL,41,Drogheda,Louth,geographic,true
IRL,42,Dundalk,Louth,geographic,true
IRL,43,Longford,Longford,geographic,true
IRL,44,Mullingar,Westmeath,geographic,true
IRL,45,Naas,Kildare,geographic,true
IRL,46,Navan,Meath,geographic,true
IRL,47,Monaghan,Monaghan,geographic,true
IRL,49,Cavan,Cavan,geographic,true
IRL,51,Waterford,Waterford,geographic,true
IRL,52,Clonmel,Tipperary,geographic,true
IRL,53,Wexford,Wexford,geographic,true
IRL,56,Kilkenny,Kilkenny,geographic,true
IRL,57,Portlaoise/Tullamore,Laois/Offaly,geographic,true
IRL,59,Carlow,Carlow,geographic,true
IRL,61,Limerick,Limerick,geographic,true
IRL,64,Killarney,Kerry,geographic,true
IRL,65,Ennis,Clare,geographic,true
IRL,66,Tralee,Kerry,geographic,true
IRL,71,Sligo,Sligo,geographic,true
IRL,74,Letterkenny,Donegal,geographic,true
IRL,90,Athlone,Westmeath/Roscommon,geographic,true
IRL,91,Galway,Galway,geographic,true
IRL,94,Castlebar,Mayo,geographic,true
IRL,95,Clifden,Galway,geographic,true
IRL,98,Westport,Mayo,geographic,true
IRL,83,Mobile - Three,,mobile,false
IRL,85,Mobile - eir,,mobile,false
IRL,86,Mobile - Vodafone,,mobile,false
IRL,87,Mobile - Vodafone,,mobile,false
IRL,89,Mobile - Three,,mobile,false
IRL,1800,Freephone,,toll-free,false
IRL,1850,Local rate,,shared-cost,false
IRL,1890,Local rate,,shared-cost,false
IRL,818,Universal access,,shared-cost,false
SWE,8,Stockholm,Stockholm,geographic,true
SWE,31,Gothenburg,Vastra Gotaland,geographic,true
SWE,40,Malmo,Skane,geographic,true
SWE,11,Norrkoping,Ostergotland,geographic,true
SWE,13,Linkoping,Ostergotland,geographic,true
SWE,16,Eskilstuna,Sodermanland,geographic,true
SWE,18,Uppsala,Uppsala,geographic,true
SWE,19,Orebro,Orebro,geographic,true
SWE,21,Vasteras,Vastmanland,geographic,true
SWE,23,Falun,Dalarna,geographic,true
SWE,26,Gavle,Gavleborg,geographic,true
SWE,33,Boras,Vastra Gotaland,geographic,true
SWE,35,Halmstad,Halland,geographic,true
SWE,36,Jonkoping,Jonkoping,geographic,true
SWE,42,Helsingborg,Skane,geographic,true
SWE,44,Kristianstad,Skane,geographic,true
SWE,46,Lund,Skane,geographic,true
SWE,54,Karlstad,Varmland,geographic,true
SWE,60,Sundsvall,Vasternorrland,geographic,true
SWE,63,Ostersund,Jamtland,geographic,true
SWE,90,Umea,Vasterbotten,geographic,true
SWE,920,Lulea,Norrbotten,geographic,true
SWE,70,Mobile,,mobile,false
SWE,72,Mobile,,mobile,false
SWE,73,Mobile,,mobile,false
SWE,76,Mobile,,mobile,false
SWE,79,Mobile,,mobile,false
SWE,20,Freephone,,toll-free,false
SWE,900,Premium rate,,premium-rate,false
NOR,2,Oslo/Akershus,Oslo,geographic,true
NOR,3,Southeast Norway,Southeast,geographic,true
NOR,5,Bergen/West Norway,Western,geographic,true
NOR,6,Eastern Norway,Eastern,geographic,true
NOR,7,Trondheim/Central,Central,geographic,true
NOR,4,Mobile,,mobile,false
NOR,9,Mobile,,mobile,false
NOR,800,Freephone,,toll-free,false
NOR,810,Shared cost,,shared-cost,false
NOR,815,Shared cost,,shared-cost,false
DNK,2,Copenhagen/Zealand (geographic),,geographic,true
DNK,3,Copenhagen,,geographic,true
DNK,4,Northern Zealand,,geographic,true
DNK,5,Southern Denmark/Funen,,geographic,true
DNK,6,Southern Jutland,,geographic,true
DNK,7,Southwest Jutland,,geographic,true
DNK,8,Eastern Jutland/Aarhus,,geographic,true
DNK,9,Northern Jutland/Aalborg,,geographic,true
DNK,20,Mobile,,mobile,false
DNK,21,Mobile,,mobile,false
DNK,22,Mobile,,mobile,false
DNK,23,Mobile,,mobile,false
DNK,24,Mobile,,mobile,false
DNK,25,Mobile,,mobile,false
DNK,30,Mobile,,mobile,false
DNK,31,Mobile,,mobile,false
DNK,40,Mobile,,mobile,false
DNK,50,Mobile,,mobile,false
DNK,60,Mobile,,mobile,false
DNK,80,Freephone,,toll-free,false
DNK,90,Premium rate,,premium-rate,false
FIN,9,Helsinki,Uusimaa,geographic,true
FIN,13,Joensuu,North Karelia,geographic,true
FIN,14,Jyvaskyla,Central Finland,geographic,true
FIN,15,Mikkeli,South Savo,geographic,true
FIN,16,Rovaniemi,Lapland,geographic,true
FIN,17,Kuopio,North Savo,geographic,true
FIN,19,Hyvinkaa,Uusimaa,geographic,true
FIN,2,Turku,Southwest Finland,geographic,true
FIN,3,Tampere,Pirkanmaa,geographic,true
FIN,5,Lahti/Kouvola,Paijat-Hame,geographic,true
FIN,6,Vaasa,Ostrobothnia,geographic,true
FIN,8,Oulu,Northern Ostrobothnia,geographic,true
FIN,40,Mobile - Telia,,mobile,false
FIN,44,Mobile - DNA,,mobile,false
FIN,45,Mobile - Elisa,,mobile,false
FIN,50,Mobile - Elisa,,mobile,false
FIN,800,Freephone,,toll-free,false
FIN,600,Shared cost,,shared-cost,false
FIN,700,Premium rate,,premium-rate,false
POL,22,Warsaw,Masovia,geographic,true
POL,12,Krakow,Lesser Poland,geographic,true
POL,32,Katowice,Silesia,geographic,true
POL,42,Lodz,Lodz,geographic,true
POL,52,Bydgoszcz,Kuyavia-Pomerania,geographic,true
POL,56,Torun,Kuyavia-Pomerania,geographic,true
POL,58,Gdansk/Gdynia,Pomerania,geographic,true
POL,61,Poznan,Greater Poland,geographic,true
POL,71,Wroclaw,Lower Silesia,geographic,true
POL,77,Opole,Opole,geographic,true
POL,81,Lublin,Lublin,geographic,true
POL,85,Bialystok,Podlaskie,geographic,true
POL,89,Olsztyn,Warmia-Masuria,geographic,true
POL,91,Szczecin,West Pomerania,geographic,true
POL,13,Krosno,Subcarpathia,geographic,true
POL,14,Tarnow,Lesser Poland,geographic,true
POL,15,Tarnobrzeg,Subcarpathia,geographic,true
POL,16,Przemysl,Subcarpathia,geographic,true
POL,17,Rzeszow,Subcarpathia,geographic,true
POL,18,Nowy Sacz,Lesser Poland,geographic,true
POL,23,Ciechanow,Masovia,geographic,true
POL,24,Plock,Masovia,geographic,true
POL,25,Siedlce,Masovia,geographic,true
POL,29,Ostroleka,Masovia,geographic,true
POL,33,Bielsko-Biala,Silesia,geographic,true
POL,34,Czestochowa,Silesia,geographic,true
POL,41,Kielce,Swietokrzyskie,geographic,true
POL,43,Sieradz,Lodz,geographic,true
POL,44,Piotrkow Trybunalski,Lodz,geographic,true
POL,46,Skierniewice,Lodz,geographic,true
POL,48,Radom,Masovia,geographic,true
POL,54,Wloclawek,Kuyavia-Pomerania,geographic,true
POL,55,Elblag,Warmia-Masuria,geographic,true
POL,59,Slupsk,Pomerania,geographic,true
POL,62,Kalisz,Greater Poland,geographic,true
POL,63,Konin,Greater Poland,geographic,true
POL,65,Leszno,Greater Poland,geographic,true
POL,67,Pila,Greater Poland,geographic,true
POL,68,Zielona Gora,Lubusz,geographic,true
POL,74,Walbrzych,Lower Silesia,geographic,true
POL,75,Jelenia Gora,Lower Silesia,geographic,true
POL,76,Legnica,Lower Silesia,geographic,true
POL,82,Chelm,Lublin,geographic,true
POL,83,Biala Podlaska,Lublin,geographic,true
POL,84,Zamosc,Lublin,geographic,true
POL,86,Lomza,Podlaskie,geographic,true
POL,87,Suwalki,Podlaskie,geographic,true
POL,94,Koszalin,West Pomerania,geographic,true
POL,95,Gorzow Wielkopolski,Lubusz,geographic,true
POL,50,Mobile,,mobile,false
POL,51,Mobile,,mobile,false
POL,53,Mobile,,mobile,false
POL,57,Mobile,,mobile,false
POL,60,Mobile,,mobile,false
POL,66,Mobile,,mobile,false
POL,69,Mobile,,mobile,false
POL,72,Mobile,,mobile,false
POL,73,Mobile,,mobile,false
POL,78,Mobile,,mobile,false
POL,79,Mobile,,mobile,false
POL,80,Freephone,,toll-free,false
POL,700,Premium rate,,premium-rate,false
POL,70,Shared cost,,shared-cost,false
CZE,2,Prague,Prague,geographic,true
CZE,31,Central Bohemia,Central Bohemia,geographic,true
CZE,32,Central Bohemia,Central Bohemia,geographic,true
CZE,35,Karlovy Vary,Karlovy Vary,geographic,true
CZE,37,Plzen,Plzen,geographic,true
CZE,38,South Bohemia,South Bohemia,geographic,true
CZE,41,Usti nad Labem,Usti nad Labem,geographic,true
CZE,46,Pardubice,Pardubice,geographic,true
CZE,47,Usti nad Labem,Usti nad Labem,geographic,true
CZE,48,Liberec,Liberec,geographic,true
CZE,49,Hradec Kralove,Hradec Kralove,geographic,true
CZE,51,Brno,South Moravia,geographic,true
CZE,53,Brno,South Moravia,geographic,true
CZE,54,Brno,South Moravia,geographic,true
CZE,55,Ostrava,Moravia-Silesia,geographic,true
CZE,56,Jihlava,Vysocina,geographic,true
CZE,57,Zlin,Zlin,geographic,true
CZE,58,Olomouc,Olomouc,geographic,true
CZE,59,Ostrava,Moravia-Silesia,geographic,true
CZE,60,Mobile - T-Mobile,,mobile,false
CZE,70,Mobile,,mobile,false
CZE,72,Mobile - O2,,mobile,false
CZE,73,Mobile - T-Mobile,,mobile,false
CZE,77,Mobile - O2,,mobile,false
CZE,79,Mobile - Vodafone,,mobile,false
CZE,800,Freephone,,toll-free,false
CZE,900,Premium rate,,premium-rate,false
CZE,840,Shared cost,,shared-cost,false
HUN,1,Budapest,Budapest,geographic,true
HUN,22,Szekesfehervar,Fejer,geographic,true
HUN,25,Dunaujvaros,Fejer,geographic,true
HUN,26,Szentendre,Pest,geographic,true
HUN,27,Vac,Pest,geographic,true
HUN,28,Godollo,Pest,geographic,true
HUN,32,Salgotarjan,Nograd,geographic,true
HUN,33,Esztergom,Komarom-Esztergom,geographic,true
HUN,34,Tatabanya,Komarom-Esztergom,geographic,true
HUN,36,Eger,Heves,geographic,true
HUN,37,Gyongyos,Heves,geographic,true
HUN,42,Nyiregyhaza,Szabolcs-Szatmar,geographic,true
HUN,46,Miskolc,Borsod-Abauj-Zemplen,geographic,true
HUN,52,Debrecen,Hajdu-Bihar,geographic,true
HUN,56,Szolnok,Jasz-Nagykun-Szolnok,geographic,true
HUN,62,Szeged,Csongrad,geographic,true
HUN,66,Bekescsaba,Bekes,geographic,true
HUN,72,Pecs,Baranya,geographic,true
HUN,74,Szekszard,Tolna,geographic,true
HUN,76,Kecskemet,Bacs-Kiskun,geographic,true
HUN,78,Baja,Bacs-Kiskun,geographic,true
HUN,82,Kaposvar,Somogy,geographic,true
HUN,83,Keszthely,Zala,geographic,true
HUN,84,Siofok,Somogy,geographic,true
HUN,87,Tapolca,Veszprem,geographic,true
HUN,88,Veszprem,Veszprem,geographic,true
HUN,92,Zalaegerszeg,Zala,geographic,true
HUN,93,Nagykanizsa,Zala,geographic,true
HUN,94,Szombathely,Vas,geographic,true
HUN,96,Gyor,Gyor-Moson-Sopron,geographic,true
HUN,99,Sopron,Gyor-Moson-Sopron,geographic,true
HUN,20,Mobile - Telenor,,mobile,false
HUN,30,Mobile - T-Mobile,,mobile,false
HUN,31,Mobile - T-Mobile,,mobile,false
HUN,50,Mobile - Vodafone,,mobile,false
HUN,70,Mobile - Vodafone,,mobile,false
HUN,80,Freephone,,toll-free,false
HUN,90,Premium rate,,premium-rate,false
ROU,21,Bucharest,Bucharest,geographic,true
ROU,31,Bucharest (overlay),Bucharest,geographic,true
ROU,232,Iasi,Iasi,geographic,true
ROU,234,Bacau,Bacau,geographic,true
ROU,236,Galati,Galati,geographic,true
ROU,238,Braila,Braila,geographic,true
ROU,241,Constanta,Constanta,geographic,true
ROU,243,Ploiesti,Prahova,geographic,true
ROU,248,Pitesti,Arges,geographic,true
ROU,251,Craiova,Dolj,geographic,true
ROU,256,Timisoara,Timis,geographic,true
ROU,257,Arad,Arad,geographic,true
ROU,259,Oradea,Bihor,geographic,true
ROU,261,Satu Mare,Satu Mare,geographic,true
ROU,262,Baia Mare,Maramures,geographic,true
ROU,264,Cluj-Napoca,Cluj,geographic,true
ROU,265,Targu Mures,Mures,geographic,true
ROU,268,Brasov,Brasov,geographic,true
ROU,269,Sibiu,Sibiu,geographic,true
ROU,230,Suceava,Suceava,geographic,true
ROU,231,Botosani,Botosani,geographic,true
ROU,233,Piatra Neamt,Neamt,geographic,true
ROU,235,Vaslui,Vaslui,geographic,true
ROU,239,Tulcea,Tulcea,geographic,true
ROU,250,Ramnicu Valcea,Valcea,geographic,true
ROU,252,Drobeta-Turnu Severin,Mehedinti,geographic,true
ROU,253,Targu Jiu,Gorj,geographic,true
ROU,254,Deva,Hunedoara,geographic,true
ROU,255,Alba Iulia,Alba,geographic,true
ROU,260,Zalau,Salaj,geographic,true
ROU,263,Bistrita,Bistrita-Nasaud,geographic,true
ROU,266,Miercurea Ciuc,Harghita,geographic,true
ROU,267,Sfantu Gheorghe,Covasna,geographic,true
ROU,72,Mobile - Vodafone,,mobile,false
ROU,73,Mobile - Orange,,mobile,false
ROU,74,Mobile - Vodafone,,mobile,false
ROU,75,Mobile - Orange,,mobile,false
ROU,76,Mobile - Digi,,mobile,false
ROU,77,Mobile - Telekom,,mobile,false
ROU,78,Mobile - Digi,,mobile,false
ROU,800,Freephone,,toll-free,false
ROU,900,Premium rate,,premium-rate,false
GRC,21,Athens,Attica,geographic,true
GRC,2310,Thessaloniki,Central Macedonia,geographic,true
GRC,241,Larissa,Thessaly,geographic,true
GRC,251,Kavala,Eastern Macedonia,geographic,true
GRC,261,Patras,Western Greece,geographic,true
GRC,271,Tripoli,Peloponnese,geographic,true
GRC,281,Heraklion,Crete,geographic,true
GRC,69,Mobile,,mobile,false
GRC,800,Freephone,,toll-free,false
GRC,801,Shared cost,,shared-cost,false
GRC,901,Premium rate,,premium-rate,false
HRV,1,Zagreb,Zagreb,geographic,true
HRV,20,Dubrovnik,Dubrovnik-Neretva,geographic,true
HRV,21,Split,Split-Dalmatia,geographic,true
HRV,22,Sibenik,Sibenik-Knin,geographic,true
HRV,23,Zadar,Zadar,geographic,true
HRV,31,Osijek,Osijek-Baranja,geographic,true
HRV,32,Vukovar,Vukovar-Srijem,geographic,true
HRV,35,Slavonski Brod,Brod-Posavina,geographic,true
HRV,40,Cakovec,Medimurje,geographic,true
HRV,42,Varazdin,Varazdin,geographic,true
HRV,43,Bjelovar,Bjelovar-Bilogora,geographic,true
HRV,44,Sisak,Sisak-Moslavina,geographic,true
HRV,47,Karlovac,Karlovac,geographic,true
HRV,48,Koprivnica,Koprivnica-Krizevci,geographic,true
HRV,49,Krapina,Krapina-Zagorje,geographic,true
HRV,51,Rijeka,Primorje-Gorski Kotar,geographic,true
HRV,52,Pula,Istria,geographic,true
HRV,53,Gospic,Lika-Senj,geographic,true
HRV,91,Mobile - T-Mobile,,mobile,false
HRV,92,Mobile - Tele2,,mobile,false
HRV,95,Mobile - Tele2,,mobile,false
HRV,98,Mobile - T-Mobile,,mobile,false
HRV,99,Mobile - A1,,mobile,false
HRV,800,Freephone,,toll-free,false
HRV,60,Premium rate,,premium-rate,false
SRB,11,Belgrade,Belgrade,geographic,true
SRB,21,Novi Sad,Vojvodina,geographic,true
SRB,18,Nis,Southern Serbia,geographic,true
SRB,34,Kragujevac,Central Serbia,geographic,true
SRB,36,Kraljevo,Central Serbia,geographic,true
SRB,10,Pirot,Southern Serbia,geographic,true
SRB,12,Pozarevac,Central Serbia,geographic,true
SRB,13,Pancevo,Vojvodina,geographic,true
SRB,14,Valjevo,Central Serbia,geographic,true
SRB,15,Sabac,Central Serbia,geographic,true
SRB,16,Leskovac,Southern Serbia,geographic,true
SRB,17,Vranje,Southern Serbia,geographic,true
SRB,19,Zajecar,Eastern Serbia,geographic,true
SRB,20,Novi Pazar,Central Serbia,geographic,true
SRB,22,Sremska Mitrovica,Vojvodina,geographic,true
SRB,23,Zrenjanin,Vojvodina,geographic,true
SRB,24,Subotica,Vojvodina,geographic,true
SRB,25,Sombor,Vojvodina,geographic,true
SRB,26,Smederevo,Central Serbia,geographic,true
SRB,30,Bor,Eastern Serbia,geographic,true
SRB,31,Uzice,Western Serbia,geographic,true
SRB,32,Cacak,Central Serbia,geographic,true
SRB,35,Jagodina,Central Serbia,geographic,true
SRB,37,Krusevac,Central Serbia,geographic,true
SRB,60,Mobile - Telenor,,mobile,false
SRB,63,Mobile - Telekom,,mobile,false
SRB,64,Mobile - Telekom,,mobile,false
SRB,65,Mobile - Telekom,,mobile,false
SRB,66,Mobile - Telekom,,mobile,false
SRB,68,Mobile - A1,,mobile,false
SRB,69,Mobile - A1,,mobile,false
SRB,800,Freephone,,toll-free,false
SRB,90,Premium rate,,premium-rate,false
BGR,2,Sofia,Sofia,geographic,true
BGR,32,Plovdiv,Plovdiv,geographic,true
BGR,42,Stara Zagora,Stara Zagora,geographic,true
BGR,52,Varna,Varna,geographic,true
BGR,56,Burgas,Burgas,geographic,true
BGR,62,Veliko Tarnovo,Veliko Tarnovo,geographic,true
BGR,64,Pleven,Pleven,geographic,true
BGR,66,Gabrovo,Gabrovo,geographic,true
BGR,73,Blagoevgrad,Blagoevgrad,geographic,true
BGR,82,Ruse,Ruse,geographic,true
BGR,34,Pazardzhik,Pazardzhik,geographic,true
BGR,38,Haskovo,Haskovo,geographic,true
BGR,44,Kardzhali,Kardzhali,geographic,true
BGR,46,Sliven,Sliven,geographic,true
BGR,54,Shumen,Shumen,geographic,true
BGR,58,Dobrich,Dobrich,geographic,true
BGR,68,Lovech,Lovech,geographic,true
BGR,76,Pernik,Pernik,geographic,true
BGR,84,Vidin,Vidin,geographic,true
BGR,94,Vratsa,Vratsa,geographic,true
BGR,87,Mobile - Telenor,,mobile,false
BGR,88,Mobile - A1,,mobile,false
BGR,89,Mobile - Vivacom,,mobile,false
BGR,98,Mobile,,mobile,false
BGR,800,Freephone,,toll-free,false
BGR,900,Premium rate,,premium-rate,false
UKR,44,Kyiv,Kyiv,geographic,true
UKR,32,Lviv,Lviv,geographic,true
UKR,48,Odesa,Odesa,geographic,true
UKR,57,Kharkiv,Kharkiv,geographic,true
UKR,56,Dnipro,Dnipropetrovsk,geographic,true
UKR,61,Zaporizhzhia,Zaporizhzhia,geographic,true
UKR,62,Donetsk,Donetsk,geographic,true
UKR,31,Uzhhorod,Transcarpathia,geographic,true
UKR,33,Rivne,Rivne,geographic,true
UKR,34,Ivano-Frankivsk,Ivano-Frankivsk,geographic,true
UKR,35,Ternopil,Ternopil,geographic,true
UKR,36,Khmelnytskyi,Khmelnytskyi,geographic,true
UKR,37,Chernivtsi,Chernivtsi,geographic,true
UKR,41,Zhytomyr,Zhytomyr,geographic,true
UKR,43,Vinnytsia,Vinnytsia,geographic,true
UKR,46,Chernihiv,Chernihiv,geographic,true
UKR,47,Cherkasy,Cherkasy,geographic,true
UKR,51,Mykolaiv,Mykolaiv,geographic,true
UKR,52,Kirovohrad,Kirovohrad,geographic,true
UKR,53,Poltava,Poltava,geographic,true
UKR,54,Sumy,Sumy,geographic,true
UKR,55,Kherson,Kherson,geographic,true
UKR,64,Luhansk,Luhansk,geographic,true
UKR,65,Crimea/Simferopol,Crimea,geographic,true
UKR,50,Mobile - Vodafone,,mobile,false
UKR,63,Mobile - Lifecell,,mobile,false
UKR,66,Mobile - Vodafone,,mobile,false
UKR,67,Mobile - Kyivstar,,mobile,false
UKR,68,Mobile - Kyivstar,,mobile,false
UKR,73,Mobile - Lifecell,,mobile,false
UKR,93,Mobile - Lifecell,,mobile,false
UKR,95,Mobile - Vodafone,,mobile,false
UKR,96,Mobile - Kyivstar,,mobile,false
UKR,97,Mobile - Kyivstar,,mobile,false
UKR,98,Mobile - Kyivstar,,mobile,false
UKR,99,Mobile - Vodafone,,mobile,false
UKR,800,Freephone,,toll-free,false
UKR,900,Premium rate,,premium-rate,false
SVK,2,Bratislava,Bratislava,geographic,true
SVK,31,Dunajska Streda,Trnava,geographic,true
SVK,32,Trencin,Trencin,geographic,true
SVK,33,Trnava,Trnava,geographic,true
SVK,34,Senica,Trnava,geographic,true
SVK,35,Nove Zamky,Nitra,geographic,true
SVK,37,Nitra,Nitra,geographic,true
SVK,41,Zilina,Zilina,geographic,true
SVK,42,Povazska Bystrica,Trencin,geographic,true
SVK,43,Martin,Zilina,geographic,true
SVK,44,Liptovsky Mikulas,Zilina,geographic,true
SVK,45,Banska Bystrica,Banska Bystrica,geographic,true
SVK,46,Prievidza,Trencin,geographic,true
SVK,48,Banska Bystrica,Banska Bystrica,geographic,true
SVK,51,Presov,Presov,geographic,true
SVK,52,Poprad,Presov,geographic,true
SVK,53,Spisska Nova Ves,Kosice,geographic,true
SVK,55,Kosice,Kosice,geographic,true
SVK,56,Michalovce,Kosice,geographic,true
SVK,57,Humenne,Presov,geographic,true
SVK,58,Roznava,Kosice,geographic,true
SVK,90,Mobile - Orange,,mobile,false
SVK,91,Mobile - T-Mobile,,mobile,false
SVK,92,Mobile - O2,,mobile,false
SVK,94,Mobile,,mobile,false
SVK,800,Freephone,,toll-free,false
SVK,900,Premium rate,,premium-rate,false
SVN,1,Ljubljana,Central Slovenia,geographic,true
SVN,2,Maribor,Styria,geographic,true
SVN,3,Celje,Savinjska,geographic,true
SVN,4,Kranj,Upper Carniola,geographic,true
SVN,5,Koper/Nova Gorica,Coastal-Karst/Goriska,geographic,true
SVN,7,Novo Mesto,Southeast Slovenia,geographic,true
